10	18	19	29	32	33	b09	
05	07	10	23	28	29	b03	
01	07	10	16	22	33	b09	
03	06	13	14	19	28	b06	
03	05	06	13	20	22	b07	
01	05	11	20	22	24	b02	
03	08	14	20	24	26	b12	
14	18	21	25	28	29	b10	
03	05	14	25	26	30	b05	
01	12	16	20	22	24	b08	
03	07	14	23	25	27	b08	
05	07	18	19	22	24	b16	
01	02	04	15	17	22	b14	
01	04	08	09	14	15	b13	
01	03	06	19	21	29	b07	
02	06	16	23	30	31	b02	
03	06	16	23	26	30	b14	
06	11	14	23	26	30	b02	
02	03	06	14	31	32	b03	
01	06	14	22	25	26	b12	
02	11	12	23	29	31	b05	
02	06	10	22	30	31	b15	
01	03	04	10	18	29	b04	
01	04	06	17	19	26	b03	
02	05	08	10	12	21	b07	
02	10	16	22	24	28	b15	
12	16	20	22	25	31	b04	
01	07	22	24	26	31	b10	
06	07	12	20	26	27	b11	
05	10	13	24	26	31	b04	
04	08	09	15	19	25	b09	
01	09	13	22	28	32	b11	
18	20	22	23	30	31	b16	
13	14	18	19	21	28	b06	
07	12	13	20	24	31	b05	
02	03	09	23	28	33	b08	
04	09	11	15	29	31	b06	
07	08	18	24	29	31	b07	
02	05	09	15	24	25	b11	
10	12	20	24	27	29	b07	
01	08	14	15	20	29	b10	
05	08	09	14	15	19	b07	
02	05	08	10	32	33	b02	
04	13	14	23	26	32	b10	
05	07	16	20	21	25	b05	
08	16	19	21	31	32	b06	
08	13	16	23	27	31	b08	
01	02	04	07	10	23	b04	
04	10	13	15	22	27	b04	
15	19	23	28	29	33	b04	
02	04	12	14	17	24	b15	
01	04	08	13	24	27	b05	
01	02	05	10	24	27	b15	
11	15	20	22	25	30	b05	
01	06	14	24	28	32	b12	
04	07	08	19	32	33	b13	
05	07	15	20	23	30	b15	
05	08	15	24	27	31	b11	
06	10	16	26	27	29	b03	
01	07	09	20	23	30	b02	
02	15	21	23	25	30	b10	
07	08	12	13	22	30	b09	
02	04	11	14	27	30	b05	
03	10	12	19	27	30	b08	
02	15	16	17	22	32	b07	
09	21	25	26	29	31	b13	
01	03	04	11	18	22	b14	
02	06	15	16	18	32	b15	
02	05	10	22	32	33	b09	
04	08	10	12	31	33	b10	
04	06	08	12	23	25	b08	
01	02	03	17	25	31	b09	
03	07	08	10	22	23	b12	
05	08	16	22	27	29	b02	
01	08	09	14	17	32	b01	
06	08	18	20	23	31	b13	
08	11	28	29	31	33	b06	
10	11	14	15	16	24	b07	
10	11	12	23	26	29	b16	
05	08	19	25	28	30	b07	
02	06	08	09	15	29	b14	
07	13	15	27	28	29	b13	
02	04	05	24	26	33	b15	
02	04	08	26	29	33	b08	
06	11	12	22	23	30	b05	
05	13	17	26	27	30	b07	
01	04	08	15	27	32	b16	
15	19	23	24	25	32	b03	
09	11	14	20	25	26	b15	
07	09	16	24	25	29	b06	
02	08	09	16	20	22	b07	
06	11	16	20	22	33	b07	
02	04	05	09	13	21	b05	
03	20	23	26	32	33	b07	
01	02	11	20	26	30	b14	
04	14	18	28	31	32	b12	
03	07	15	16	17	23	b10	
01	03	07	12	19	20	b06	
04	10	12	27	32	33	b05	
06	09	23	24	25	33	b13	
01	10	17	21	23	30	b12	
04	13	15	17	21	24	b15	
01	02	05	17	26	32	b10	
01	06	19	26	28	30	b03	
07	16	20	24	25	30	b07	
01	06	09	10	15	32	b14	
02	07	10	20	27	29	b03	
02	08	10	18	20	33	b12	
11	12	13	14	18	33	b13	
15	16	21	22	27	33	b15	
05	08	13	19	27	28	b07	
03	17	21	23	27	28	b01	
04	10	18	19	25	27	b02	
05	06	08	21	31	33	b14	
04	09	11	17	26	27	b13	
07	12	17	26	29	31	b16	
02	06	12	17	18	19	b10	
01	06	08	20	27	30	b03	
09	15	21	24	27	32	b10	
07	09	12	14	20	27	b16	
15	22	23	24	28	29	b08	
02	03	10	23	25	28	b09	
02	05	06	21	25	28	b09	
09	19	21	30	31	32	b04	
09	14	22	23	31	33	b14	
03	10	14	17	28	33	b02	
07	18	20	23	27	31	b13	
06	08	20	22	26	27	b09	
05	16	20	22	27	29	b09	
01	11	16	17	20	26	b14	
06	12	14	15	18	25	b12	
02	04	07	14	15	32	b04	
05	07	28	31	32	33	b08	
09	11	15	16	27	33	b05	
02	03	07	08	19	26	b16	
06	11	18	26	27	32	b01	
04	05	13	22	25	30	b04	
08	10	19	27	28	31	b16	
05	09	11	18	30	31	b04	
01	05	13	19	24	27	b11	
05	08	10	14	17	30	b13	
01	03	19	24	32	33	b01	
03	10	22	23	27	29	b04	
01	11	21	23	27	33	b06	
02	08	25	29	31	32	b06	
06	13	25	26	28	31	b01	
06	13	14	21	22	24	b16	
01	05	09	12	18	32	b12	
06	07	10	12	18	31	b10	
06	09	15	17	25	27	b09	
02	13	15	23	24	29	b06	
04	08	14	22	23	28	b07	
02	13	17	20	21	26	b07	
01	03	14	30	31	32	b08	
03	14	16	18	25	33	b15	
02	03	10	11	14	21	b12	
09	10	11	12	15	32	b05	
01	12	19	20	21	25	b16	
02	04	12	18	24	26	b05	
09	16	17	24	30	31	b04	
06	12	14	15	17	20	b09	
02	06	15	25	30	32	b07	
01	16	17	24	25	32	b14	
01	03	10	12	24	28	b02	
02	04	08	23	26	29	b02	
01	09	17	19	20	29	b10	
07	08	13	22	30	32	b01	
01	03	06	16	29	32	b07	
06	10	11	12	20	25	b12	
09	11	12	15	16	20	b13	
05	16	19	22	24	25	b02	
19	21	26	28	29	32	b01	
03	06	11	18	23	29	b01	
08	10	11	20	21	27	b11	
08	19	23	28	31	32	b01	
09	13	18	20	27	31	b04	
03	07	13	18	19	20	b05	
13	16	22	25	26	27	b03	
13	16	22	25	26	27	b14	
16	17	18	23	28	32	b07	
12	13	15	18	19	21	b09	
05	06	08	18	20	32	b08	
04	05	22	26	29	32	b08	
04	11	12	20	25	28	b15	
03	05	18	20	24	32	b11	
07	12	19	22	23	26	b11	
03	04	08	11	16	18	b14	
05	06	10	16	22	26	b11	
06	11	16	19	28	32	b04	
02	08	10	12	29	31	b01	
01	06	13	19	24	28	b16	
01	02	04	09	15	33	b12	
09	12	24	28	29	30	b02	
06	08	13	14	22	27	b10	
03	08	13	14	15	30	b04	
02	05	08	15	17	22	b16	
07	20	25	26	27	30	b14	
04	09	12	17	30	32	b03	
01	03	10	12	18	30	b01	
05	14	20	26	30	33	b12	
12	17	18	21	22	24	b04	
03	13	19	20	23	26	b03	
01	03	07	18	19	27	b16	
03	12	13	22	28	29	b03	
06	15	26	31	32	33	b16	
03	04	07	09	20	22	b03	
04	13	19	20	26	29	b11	
03	15	21	22	23	28	b15	
06	17	18	20	27	29	b15	
08	12	14	15	21	27	b15	
03	08	10	19	26	33	b03	
10	14	19	22	25	29	b12	
12	15	18	20	21	27	b15	
06	08	12	21	25	29	b01	
11	13	15	17	19	31	b05	
04	09	12	28	30	33	b01	
04	11	12	17	24	30	b12	
02	05	07	14	18	31	b13	
03	06	10	19	25	29	b07	
04	09	19	22	23	30	b07	
09	11	13	22	24	26	b05	
01	02	10	12	22	24	b10	
06	13	16	17	23	30	b10	
12	13	14	17	21	25	b04	
05	06	08	20	22	30	b05	
01	20	22	24	25	26	b16	
01	02	14	22	25	26	b07	
02	08	10	18	20	27	b07	
07	12	21	22	26	31	b01	
07	12	14	16	27	32	b15	
03	08	10	15	22	29	b12	
02	04	12	14	19	25	b06	
10	14	24	25	27	32	b04	
02	15	24	29	32	33	b02	
05	12	14	20	27	29	b06	
13	16	18	20	28	31	b12	
11	14	18	20	31	33	b14	
08	10	17	22	25	33	b12	
01	10	14	23	26	28	b01	
09	14	17	20	24	30	b16	
06	13	16	18	20	22	b13	
07	09	11	15	18	25	b07	
08	11	15	22	27	29	b03	
11	18	19	21	29	32	b12	
05	06	08	23	31	32	b11	
01	03	08	11	29	31	b13	
09	10	20	21	22	33	b09	
09	13	14	22	26	27	b07	
08	09	16	23	24	30	b05	
16	17	21	28	30	32	b15	
07	08	15	19	20	24	b13	
01	04	07	15	28	32	b16	
13	15	19	20	21	32	b04	
13	17	19	20	22	25	b11	
03	08	19	25	27	28	b02	
06	20	28	29	30	31	b12	
01	10	13	18	25	27	b09	
01	02	08	16	19	24	b11	
14	22	23	27	28	31	b12	
02	05	12	23	28	29	b01	
01	12	14	18	26	32	b07	
02	05	14	19	27	31	b04	
02	03	13	20	22	24	b15	
03	05	11	28	30	33	b01	
10	12	13	19	22	26	b03	
06	14	15	16	17	22	b10	
05	08	11	16	18	27	b04	
01	03	08	11	22	28	b06	
07	10	19	22	27	33	b06	
10	11	15	20	23	29	b12	
05	13	22	27	30	33	b10	
02	03	05	12	18	27	b01	
05	08	09	12	22	28	b07	
05	07	11	16	22	25	b07	
01	03	20	21	28	29	b12	
16	21	24	26	27	29	b16	
01	04	11	21	23	31	b12	
04	11	12	18	26	32	b12	
04	06	15	23	26	28	b11	
01	07	08	14	24	32	b03	
04	07	09	13	21	26	b01	
01	05	07	08	19	27	b12	
01	03	10	19	20	27	b11	
08	14	16	18	20	30	b12	
05	07	16	17	22	23	b04	
01	08	09	16	32	33	b13	
02	12	19	22	24	27	b15	
07	14	16	18	21	25	b08	
01	03	04	23	31	32	b13	
09	10	16	19	20	26	b12	
09	18	21	23	25	26	b01	
06	08	13	26	30	32	b14	
07	09	12	14	21	23	b06	
08	16	22	24	28	29	b05	
02	03	11	17	19	21	b08	
06	07	10	11	14	22	b09	
06	09	13	26	27	33	b01	
09	12	14	20	26	27	b04	
06	16	17	23	24	31	b07	
04	15	21	28	30	31	b04	
01	04	06	13	16	17	b10	
01	03	13	21	25	31	b08	
09	15	19	21	26	27	b01	
05	07	17	19	22	31	b11	
10	12	14	22	25	33	b15	
12	14	19	27	28	29	b01	
02	12	20	24	29	31	b09	
09	15	16	19	20	28	b11	
05	06	08	16	18	22	b12	
02	08	25	27	28	29	b05	
15	18	20	22	28	29	b15	
06	07	16	18	29	32	b05	
02	08	09	14	28	30	b07	
13	20	22	26	28	31	b13	
14	17	25	27	28	30	b02	
09	14	15	20	26	32	b11	
03	07	20	22	26	29	b02	
01	06	08	10	13	27	b16	
01	09	10	19	23	27	b09	
06	11	13	19	21	32	b04	
04	07	21	25	26	29	b08	
01	02	17	22	26	27	b04	
01	03	05	20	21	31	b05	
08	18	20	28	29	31	b08	
01	07	13	19	21	29	b15	
01	13	17	18	23	30	b15	
06	15	18	21	26	27	b10	
02	05	08	24	25	31	b14	
05	08	11	17	24	28	b16	
08	10	14	19	26	29	b12	
11	12	14	17	23	27	b01	
01	07	09	16	22	32	b12	
09	14	15	18	21	26	b16	
06	18	22	26	32	33	b04	
01	03	18	27	31	32	b13	
02	06	09	16	25	32	b14	
02	09	10	18	19	20	b15	
09	20	24	25	26	32	b04	
01	07	08	16	18	20	b14	
01	10	15	18	19	28	b02	
01	02	07	10	22	26	b07	
03	07	17	22	32	33	b10	
02	04	11	16	25	26	b12	
04	10	24	26	28	32	b09	
03	09	12	16	17	31	b04	
07	12	14	17	20	23	b05	
13	16	17	22	25	27	b10	
02	03	20	24	26	27	b09	
05	07	10	14	23	31	b01	
01	05	13	22	30	31	b07	
02	03	04	13	14	16	b02	
11	12	15	24	26	27	b15	
09	10	19	21	23	32	b08	
04	09	11	17	21	25	b06	
13	16	18	27	30	32	b16	
01	13	15	26	29	30	b12	
05	06	11	12	14	33	b14	
05	07	12	18	28	31	b03	
04	06	16	17	26	33	b03	
01	08	09	22	24	33	b03	
12	13	17	18	20	27	b13	
03	06	21	29	31	32	b05	
11	14	16	18	29	32	b16	
01	05	07	22	26	32	b11	
08	11	14	15	16	26	b07	
07	14	15	19	21	28	b07	
04	07	10	26	27	28	b14	
05	07	09	16	26	29	b07	
02	13	17	21	22	33	b13	
10	11	12	15	27	32	b14	
09	11	16	18	23	24	b10	
08	09	10	13	29	30	b01	
04	07	10	16	23	25	b10	
14	15	16	17	27	28	b08	
01	04	07	19	22	23	b04	
02	06	11	19	25	26	b04	
06	09	12	14	28	29	b09	
13	18	20	25	27	33	b12	
02	06	10	15	17	31	b13	
01	07	20	24	25	33	b04	
08	09	24	25	26	29	b01	
03	05	22	23	29	31	b06	
04	14	15	17	18	20	b15	
01	02	03	08	21	31	b09	
04	07	14	17	21	25	b14	
04	07	10	16	20	22	b03	
01	07	09	17	20	33	b08	
01	10	11	29	31	33	b13	
07	10	16	17	18	32	b15	
02	14	15	16	23	24	b10	
10	15	20	23	24	31	b15	
07	15	16	25	28	32	b05	
01	07	09	16	20	23	b06	
04	05	08	11	21	27	b08	
03	08	14	22	24	32	b09	
07	09	10	15	19	33	b01	
01	02	05	12	15	16	b13	
06	07	22	26	31	32	b10	
01	06	13	20	29	32	b01	
10	12	13	23	26	29	b11	
10	11	15	26	31	32	b06	
02	17	20	24	31	33	b04	
01	06	11	17	28	33	b05	
06	09	11	16	20	29	b11	
01	02	13	22	28	30	b09	
01	07	12	16	23	28	b04	
06	13	17	20	26	29	b09	
05	07	15	18	26	30	b03	
05	10	17	25	28	29	b04	
09	10	14	15	19	29	b16	
01	09	10	11	13	32	b03	
02	07	23	30	32	33	b10	
12	14	28	31	32	33	b07	
01	15	16	21	24	30	b03	
02	08	17	20	22	28	b02	
01	08	11	13	19	30	b06	
03	08	09	20	23	28	b02	
11	14	17	22	25	27	b16	
09	14	17	18	21	25	b15	
14	16	17	19	27	32	b04	
02	06	12	19	27	28	b13	
03	08	09	10	18	33	b04	
14	16	21	24	28	31	b13	
01	06	09	10	14	16	b11	
02	13	17	20	29	31	b07	
07	13	24	25	27	32	b15	
12	14	17	19	22	24	b08	
05	06	08	14	22	31	b08	
02	08	09	10	20	29	b05	
03	13	18	19	22	26	b07	
01	05	12	19	27	29	b14	
05	09	11	19	24	32	b13	
03	06	11	14	16	29	b15	
06	18	22	23	32	33	b06	
02	04	10	12	14	30	b08	
01	02	11	19	23	29	b08	
01	06	09	10	13	25	b08	
05	06	19	21	23	33	b12	
02	04	20	25	26	29	b11	
08	14	22	24	27	29	b10	
05	14	16	17	25	30	b07	
02	07	16	22	27	28	b02	
02	03	05	06	09	17	b07	
08	09	12	15	19	22	b10	
06	10	12	17	18	33	b11	
03	09	11	22	27	29	b06	
01	03	06	13	30	31	b12	
01	12	16	20	30	33	b02	
02	04	12	17	22	25	b14	
01	07	09	19	28	29	b07	
05	12	17	19	25	30	b11	
04	12	13	22	27	29	b16	
01	06	07	17	18	23	b06	
02	05	15	17	18	21	b16	
03	04	05	08	10	22	b06	
02	09	15	16	29	32	b14	
06	09	15	24	25	26	b09	
02	14	17	27	28	31	b08	
03	05	14	18	25	33	b06	
05	08	12	13	23	25	b13	
02	03	12	13	14	25	b11	
02	04	12	18	23	31	b08	
01	11	18	20	28	29	b01	
02	09	14	19	21	30	b04	
01	04	05	11	29	30	b14	
14	17	19	22	26	31	b02	
09	13	15	28	30	33	b08	
10	16	19	21	23	24	b13	
03	17	23	25	26	32	b13	
06	07	16	17	23	32	b06	
06	09	16	17	24	25	b16	
08	10	11	12	19	29	b15	
02	10	11	17	18	22	b10	
02	04	09	11	19	22	b15	
04	09	21	27	28	33	b12	
02	05	09	14	24	33	b09	
12	15	20	25	28	33	b14	
07	11	16	18	21	22	b02	
03	04	06	11	12	15	b08	
03	11	15	19	20	31	b07	
04	07	22	23	24	33	b16	
06	13	14	24	25	30	b07	
01	07	08	09	11	22	b03	
07	08	09	17	32	33	b06	
01	03	04	08	25	31	b06	
05	13	23	28	32	33	b12	
01	02	14	22	29	33	b07	
04	10	16	17	21	27	b14	
12	18	19	23	24	30	b10	
02	07	14	16	21	29	b14	
06	16	21	27	30	32	b05	
08	10	14	16	30	31	b01	
01	02	05	06	11	23	b14	
01	05	10	14	16	30	b16	
08	10	16	20	23	30	b09	
07	09	13	17	21	22	b10	
04	06	07	10	21	26	b16	
08	10	15	17	22	29	b12	
09	14	17	23	24	25	b15	
02	10	15	19	20	21	b07	
13	17	18	21	30	33	b15	
04	06	07	14	25	26	b10	
02	03	07	13	21	24	b08	
02	11	19	30	32	33	b09	
04	09	19	22	25	29	b15	
05	09	13	15	17	21	b13	
01	08	11	19	21	24	b08	
09	10	13	14	21	32	b02	
05	07	08	20	31	33	b11	
08	09	19	20	25	32	b16	
05	14	16	21	29	30	b12	
08	10	12	14	18	28	b14	
03	04	07	17	21	27	b14	
15	18	23	27	32	33	b04	
01	04	19	22	24	25	b15	
06	10	11	28	30	33	b12	
04	21	23	31	32	33	b04	
03	09	15	20	27	29	b01	
07	11	14	19	24	29	b05	
08	11	13	18	28	33	b10	
04	06	14	16	18	29	b05	
03	09	10	19	28	33	b09	
01	15	16	25	26	29	b10	
09	18	25	26	30	32	b11	
06	11	12	14	17	22	b01	
02	15	16	17	19	30	b08	
08	20	25	30	32	33	b01	
06	10	13	16	23	24	b15	
05	07	12	19	27	31	b02	
12	18	21	22	27	32	b11	
11	12	14	20	22	29	b14	
03	04	05	25	30	31	b04	
01	05	12	13	21	22	b10	
07	08	11	13	21	27	b08	
04	15	16	24	27	28	b03	
04	17	19	23	24	27	b10	
04	06	14	16	18	26	b06	
09	23	24	25	29	31	b12	
01	17	18	19	25	29	b10	
04	07	12	19	22	25	b01	
20	21	22	23	25	27	b12	
04	06	12	17	19	26	b09	
01	03	15	16	31	33	b08	
05	06	10	14	27	31	b14	
07	13	17	19	25	31	b08	
02	03	13	20	22	33	b14	
04	10	19	27	31	33	b16	
04	06	08	18	25	28	b16	
03	09	15	23	25	30	b07	
01	02	06	11	17	25	b02	
07	10	13	15	26	27	b11	
04	05	06	07	25	27	b07	
05	06	13	18	23	31	b11	
05	15	20	22	26	32	b09	
02	03	17	22	32	33	b16	
09	12	13	24	27	33	b16	
12	15	21	26	32	33	b07	
03	12	16	17	18	27	b08	
04	06	17	21	23	33	b07	
04	07	11	17	24	33	b09	
01	06	12	13	22	31	b07	
01	02	03	06	08	33	b13	
15	17	18	21	29	32	b13	
09	23	24	27	29	32	b08	
16	21	22	28	31	32	b05	
07	09	11	17	28	31	b11	
09	11	23	30	31	32	b06	
01	11	23	27	31	32	b09	
01	02	04	15	17	28	b11	
02	04	09	13	18	20	b07	
02	04	05	06	08	16	b03	
05	07	09	23	27	32	b01	
04	08	11	14	16	20	b11	
05	11	20	21	26	31	b03	
07	15	18	19	20	26	b14	
05	14	17	22	23	25	b07	
01	02	22	28	29	30	b15	
01	06	15	19	28	29	b10	
02	04	14	18	20	22	b07	
01	02	08	26	29	31	b14	
07	11	15	21	26	31	b06	
04	14	24	25	28	31	b10	
02	05	11	23	24	29	b08	
04	08	12	19	21	25	b13	
09	15	20	21	22	24	b14	
02	13	19	23	24	28	b05	
02	04	11	13	16	26	b11	
02	08	12	14	16	32	b16	
05	07	09	11	20	21	b03	
05	06	12	14	19	23	b09	
04	13	14	20	22	30	b06	
01	04	10	13	21	31	b13	
10	11	12	23	28	32	b16	
07	13	17	19	22	26	b13	
03	05	17	18	26	27	b15	
09	14	23	24	26	29	b03	
14	23	24	26	29	30	b03	
04	06	09	25	30	33	b14	
03	06	08	14	19	32	b03	
02	09	13	17	20	28	b11	
02	08	11	14	19	33	b09	
05	12	21	23	26	28	b09	
02	03	09	10	28	30	b06	
07	16	17	18	30	33	b06	
02	07	13	20	25	27	b06	
01	04	09	15	22	30	b06	
01	03	16	17	20	32	b07	
07	18	19	23	29	30	b02	
01	09	13	22	25	32	b12	
10	15	18	20	23	31	b12	
01	06	07	19	22	27	b02	
05	06	07	12	13	18	b12	
05	07	10	13	19	20	b15	
03	10	18	24	27	29	b09	
